Date/Heure,Nom,URL,Code HTTP,Erreur,Statut
2025-06-25 10:11:58,CUD,https://www.communaute-urbaine-dunkerque.fr/,200,,UP
2025-06-25 10:11:58,CPLR,http://vm.cplr.fr,N/A,"HTTPConnectionPool(host='vm.cplr.fr', port=80): Read timed out. (read timeout=5)",DOWN
