Date/Heure,Nom,URL,Code HTTP,Erreur,Statut,SSL Expiry Date
2025-06-25 10:32:14,CUD,https://www.communaute-urbaine-dunkerque.fr/,200,,UP,
2025-06-25 10:32:15,CPLR,https://vm.cplr.fr,200,,UP,
