Date/Heure,Nom,URL,Code HTTP,Erreur,Statut
2025-06-25 10:07:44,CUD,https://www.communaute-urbaine-dunkerque.fr/,200,,UP
2025-06-25 10:07:44,CPLR,http://vm.cplr.fr,200,,UP
