Date/Heure,Nom,URL,Code HTTP,Erreur,Statut
2025-06-25 10:09:14,CUD,https://www.communaute-urbaine-dunkerque.fr/,200,,UP
2025-06-25 10:09:14,CPLR,http://vm.cplr.fr,404,,DOWN
