Date/Heure,Nom,URL,Code HTTP,Erreur,Statut,SSL Expiry Date
2025-06-25 10:30:51,CUD,https://www.communaute-urbaine-dunkerque.fr/,200,,UP,
2025-06-25 10:30:51,CPLR,http://vm.cplr.fr,200,,WARNING_SSL,2025-08-24 13:28:23
