Date/Heure,Nom,URL,Code HTTP,Erreur,Statut
2025-06-25 09:43:41,CUD,https://www.communaute-urbaine-dunkerque.fr/,200,,UP
2025-06-25 09:43:42,CPLR,https://vm.cplr.fr,200,,UP
