Date/Heure,Nom,URL,Code HTTP,Erreur,Statut
2025-06-25 10:12:18,CUD,https://www.communaute-urbaine-dunkerque.fr/,200,,UP
2025-06-25 10:12:18,CPLR,http://vm.cplr.fr,502,,DOWN
