Date/Heure,Nom,URL,Code HTTP,Erreur,Statut,SSL Expiry Date
2025-06-25 10:44:57,CUD,https://www.communaute-urbaine-dunkerque.fr/,200,,UP,2025-09-15 08:57:49
2025-06-25 10:45:01,CUD,https://www.communaute-urbaine-dunkerque.fr/,200,,UP,2025-09-15 08:57:49
2025-06-25 10:45:13,CUD,https://www.communaute-urbaine-dunkerque.fr/,200,,UP,2025-09-15 08:57:49
2025-06-25 10:45:18,CUD,https://www.communaute-urbaine-dunkerque.fr/,200,,UP,2025-09-15 08:57:49
